jahr,szenario,variante,ausgaben_mrd_euro,beitragsbasis_mrd_euro,zusatzbasis_mrd_euro,bundesmittel_mrd_euro,sonstige_einnahmen_mrd_euro,erforderlicher_beitragssatz,notiz
2031,jung,reform_mit_erwerbstaetigenbasis,510.515,1997.182,61.359,79.464,3.704,0.213975,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2032,jung,status_quo_bund_anteilig,532.034,1974.110,0.000,122.066,3.797,0.205749,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2032,jung,reform_ohne_erweiterte_basis,532.034,1974.110,0.000,75.003,3.797,0.229589,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2032,jung,reform_mit_erwerbstaetigenbasis,532.034,2052.327,78.216,75.003,3.797,0.220839,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2033,jung,status_quo_bund_anteilig,554.359,2013.103,0.000,127.188,3.892,0.210262,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2033,jung,reform_ohne_erweiterte_basis,554.359,2013.103,0.000,70.625,3.892,0.238360,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2033,jung,reform_mit_erwerbstaetigenbasis,554.359,2108.816,95.713,70.625,3.892,0.227541,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2034,jung,status_quo_bund_anteilig,577.517,2052.812,0.000,132.501,3.989,0.214840,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2034,jung,reform_ohne_erweiterte_basis,577.517,2052.812,0.000,66.341,3.989,0.247069,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2034,jung,reform_mit_erwerbstaetigenbasis,577.517,2166.680,113.868,66.341,3.989,0.234085,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2035,jung,status_quo_bund_anteilig,601.537,2093.247,0.000,138.012,4.089,0.219485,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2035,jung,reform_ohne_erweiterte_basis,601.537,2093.247,0.000,62.165,4.089,0.255719,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2035,jung,reform_mit_erwerbstaetigenbasis,601.537,2225.946,132.698,62.165,4.089,0.240474,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2036,jung,status_quo_bund_anteilig,626.449,2134.422,0.000,143.728,4.191,0.224197,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2036,jung,reform_ohne_erweiterte_basis,626.449,2134.422,0.000,58.108,4.191,0.264311,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2036,jung,reform_mit_erwerbstaetigenbasis,626.449,2271.924,137.502,58.108,4.191,0.248314,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2037,jung,status_quo_bund_anteilig,652.285,2176.347,0.000,149.656,4.296,0.228977,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2037,jung,reform_ohne_erweiterte_basis,652.285,2176.347,0.000,54.176,4.296,0.272849,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2037,jung,reform_mit_erwerbstaetigenbasis,652.285,2318.787,142.440,54.176,4.296,0.256088,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2038,jung,status_quo_bund_anteilig,679.077,2219.034,0.000,155.803,4.403,0.233827,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2038,jung,reform_ohne_erweiterte_basis,679.077,2219.034,0.000,50.374,4.403,0.281339,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2038,jung,reform_mit_erwerbstaetigenbasis,679.077,2366.549,147.515,50.374,4.403,0.263802,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2039,jung,status_quo_bund_anteilig,697.665,2270.970,0.000,160.067,4.513,0.234739,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2039,jung,reform_ohne_erweiterte_basis,697.665,2270.970,0.000,46.704,4.513,0.284657,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2039,jung,reform_mit_erwerbstaetigenbasis,697.665,2424.271,153.301,46.704,4.513,0.266657,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2040,jung,status_quo_bund_anteilig,713.276,2324.116,0.000,163.649,4.626,0.234498,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2040,jung,reform_ohne_erweiterte_basis,713.276,2324.116,0.000,43.166,4.626,0.286339,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2040,jung,reform_mit_erwerbstaetigenbasis,713.276,2483.393,159.278,43.166,4.626,0.267974,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2041,jung,status_quo_bund_anteilig,729.236,2378.499,0.000,167.311,4.742,0.234258,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2041,jung,reform_ohne_erweiterte_basis,729.236,2378.499,0.000,39.759,4.742,0.287885,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2041,jung,reform_mit_erwerbstaetigenbasis,729.236,2543.948,165.449,39.759,4.742,0.269162,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2042,jung,status_quo_bund_anteilig,745.552,2434.149,0.000,171.054,4.860,0.234019,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2042,jung,reform_ohne_erweiterte_basis,745.552,2434.149,0.000,36.483,4.860,0.289304,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2042,jung,reform_mit_erwerbstaetigenbasis,745.552,2605.971,171.822,36.483,4.860,0.270229,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2043,jung,status_quo_bund_anteilig,762.234,2491.096,0.000,174.882,4.982,0.233781,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2043,jung,reform_ohne_erweiterte_basis,762.234,2491.096,0.000,33.337,4.982,0.290601,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2043,jung,reform_mit_erwerbstaetigenbasis,762.234,2669.498,178.402,33.337,4.982,0.271180,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2044,jung,status_quo_bund_anteilig,779.288,2549.368,0.000,178.794,5.106,0.233543,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2044,jung,reform_ohne_erweiterte_basis,779.288,2549.368,0.000,30.322,5.106,0.291782,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2044,jung,reform_mit_erwerbstaetigenbasis,779.288,2734.563,185.196,30.322,5.106,0.272022,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2045,jung,status_quo_bund_anteilig,796.724,2608.997,0.000,182.795,5.234,0.233306,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2045,jung,reform_ohne_erweiterte_basis,796.724,2608.997,0.000,27.441,5.234,0.292852,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2045,jung,reform_mit_erwerbstaetigenbasis,796.724,2801.205,192.209,27.441,5.234,0.272757,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2046,jung,status_quo_bund_anteilig,814.550,2670.013,0.000,186.885,5.365,0.233070,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2046,jung,reform_ohne_erweiterte_basis,814.550,2670.013,0.000,24.700,5.365,0.293813,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2046,jung,reform_mit_erwerbstaetigenbasis,814.550,2869.352,199.338,24.700,5.365,0.273402,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2047,jung,status_quo_bund_anteilig,832.774,2732.451,0.000,191.066,5.499,0.232835,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2047,jung,reform_ohne_erweiterte_basis,832.774,2732.451,0.000,22.104,5.499,0.294670,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2047,jung,reform_mit_erwerbstaetigenbasis,832.774,2939.146,206.696,22.104,5.499,0.273947,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2048,jung,status_quo_bund_anteilig,851.405,2796.341,0.000,195.340,5.636,0.232600,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2048,jung,reform_ohne_erweiterte_basis,851.405,2796.341,0.000,19.663,5.636,0.295424,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2048,jung,reform_mit_erwerbstaetigenbasis,851.405,3010.629,214.288,19.663,5.636,0.274397,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2049,jung,status_quo_bund_anteilig,870.453,2861.718,0.000,199.711,5.777,0.232366,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2049,jung,reform_ohne_erweiterte_basis,870.453,2861.718,0.000,17.384,5.777,0.296078,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2049,jung,reform_mit_erwerbstaetigenbasis,870.453,3083.839,222.121,17.384,5.777,0.274752,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2050,jung,status_quo_bund_anteilig,889.927,2928.616,0.000,204.179,5.921,0.232132,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2050,jung,reform_ohne_erweiterte_basis,889.927,2928.616,0.000,15.279,5.921,0.296634,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2050,jung,reform_mit_erwerbstaetigenbasis,889.927,3158.819,230.204,15.279,5.921,0.275016,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2051,jung,status_quo_bund_anteilig,909.836,2997.070,0.000,208.746,6.070,0.231900,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2051,jung,reform_ohne_erweiterte_basis,909.836,2997.070,0.000,13.356,6.070,0.297094,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2051,jung,reform_mit_erwerbstaetigenbasis,909.836,3235.612,238.542,13.356,6.070,0.275191,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2052,jung,status_quo_bund_anteilig,930.190,3067.117,0.000,213.416,6.221,0.231668,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2052,jung,reform_ohne_erweiterte_basis,930.190,3067.117,0.000,11.620,6.221,0.297461,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2052,jung,reform_mit_erwerbstaetigenbasis,930.190,3314.260,247.143,11.620,6.221,0.275280,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2053,jung,status_quo_bund_anteilig,950.999,3138.793,0.000,218.191,6.377,0.231437,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2053,jung,reform_ohne_erweiterte_basis,950.999,3138.793,0.000,10.073,6.377,0.297742,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2053,jung,reform_mit_erwerbstaetigenbasis,950.999,3394.808,256.016,10.073,6.377,0.275288,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2054,jung,status_quo_bund_anteilig,972.274,3212.136,0.000,223.072,6.536,0.231206,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2054,jung,reform_ohne_erweiterte_basis,972.274,3212.136,0.000,8.712,6.536,0.297940,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2054,jung,reform_mit_erwerbstaetigenbasis,972.274,3477.303,265.167,8.712,6.536,0.275220,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2055,jung,status_quo_bund_anteilig,994.023,3287.184,0.000,228.062,6.700,0.230976,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2055,jung,reform_ohne_erweiterte_basis,994.023,3287.184,0.000,7.533,6.700,0.298064,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2055,jung,reform_mit_erwerbstaetigenbasis,994.023,3561.790,274.606,7.533,6.700,0.275084,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2056,jung,status_quo_bund_anteilig,1016.259,3363.977,0.000,233.163,6.867,0.230747,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2056,jung,reform_ohne_erweiterte_basis,1016.259,3363.977,0.000,6.524,6.867,0.298120,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2056,jung,reform_mit_erwerbstaetigenbasis,1016.259,3648.317,284.340,6.524,6.867,0.274885,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2057,jung,status_quo_bund_anteilig,1038.992,3442.555,0.000,238.379,7.039,0.230519,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2057,jung,reform_ohne_erweiterte_basis,1038.992,3442.555,0.000,5.670,7.039,0.298117,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2057,jung,reform_mit_erwerbstaetigenbasis,1038.992,3736.934,294.379,5.670,7.039,0.274633,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2058,jung,status_quo_bund_anteilig,1062.234,3522.960,0.000,243.711,7.215,0.230291,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2058,jung,reform_ohne_erweiterte_basis,1062.234,3522.960,0.000,4.954,7.215,0.298063,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2058,jung,reform_mit_erwerbstaetigenbasis,1062.234,3827.690,304.730,4.954,7.215,0.274334,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2059,jung,status_quo_bund_anteilig,1085.994,3605.233,0.000,249.163,7.395,0.230065,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2059,jung,reform_ohne_erweiterte_basis,1085.994,3605.233,0.000,4.358,7.395,0.297967,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2059,jung,reform_mit_erwerbstaetigenbasis,1085.994,3920.637,315.404,4.358,7.395,0.273997,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2060,jung,status_quo_bund_anteilig,1110.286,3689.418,0.000,254.736,7.580,0.229838,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2060,jung,reform_ohne_erweiterte_basis,1110.286,3689.418,0.000,3.863,7.580,0.297837,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2060,jung,reform_mit_erwerbstaetigenbasis,1110.286,4015.827,326.409,3.863,7.580,0.273628,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2061,jung,status_quo_bund_anteilig,1135.120,3775.559,0.000,260.434,7.770,0.229613,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2061,jung,reform_ohne_erweiterte_basis,1135.120,3775.559,0.000,3.452,7.770,0.297678,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2061,jung,reform_mit_erwerbstaetigenbasis,1135.120,4113.314,337.755,3.452,7.770,0.273234,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2062,jung,status_quo_bund_anteilig,1160.510,3863.701,0.000,266.259,7.964,0.229388,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2062,jung,reform_ohne_erweiterte_basis,1160.510,3863.701,0.000,3.109,7.964,0.297496,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2062,jung,reform_mit_erwerbstaetigenbasis,1160.510,4213.154,349.453,3.109,7.964,0.272821,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2063,jung,status_quo_bund_anteilig,1186.467,3953.890,0.000,272.215,8.163,0.229164,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2063,jung,reform_ohne_erweiterte_basis,1186.467,3953.890,0.000,2.821,8.163,0.297298,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2063,jung,reform_mit_erwerbstaetigenbasis,1186.467,4315.402,361.511,2.821,8.163,0.272393,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2064,jung,status_quo_bund_anteilig,1213.004,4046.175,0.000,278.303,8.367,0.228941,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2064,jung,reform_ohne_erweiterte_basis,1213.004,4046.175,0.000,2.576,8.367,0.297086,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2064,jung,reform_mit_erwerbstaetigenbasis,1213.004,4420.116,373.941,2.576,8.367,0.271952,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2065,jung,status_quo_bund_anteilig,1240.135,4140.602,0.000,284.528,8.576,0.228718,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2065,jung,reform_ohne_erweiterte_basis,1240.135,4140.602,0.000,2.366,8.576,0.296863,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2065,jung,reform_mit_erwerbstaetigenbasis,1240.135,4527.355,386.753,2.366,8.576,0.271503,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2066,jung,status_quo_bund_anteilig,1267.871,4237.222,0.000,290.892,8.790,0.228496,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2066,jung,reform_ohne_erweiterte_basis,1267.871,4237.222,0.000,2.184,8.790,0.296632,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2066,jung,reform_mit_erwerbstaetigenbasis,1267.871,4637.181,399.959,2.184,8.790,0.271048,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2067,jung,status_quo_bund_anteilig,1296.228,4336.084,0.000,297.397,9.010,0.228275,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2067,jung,reform_ohne_erweiterte_basis,1296.228,4336.084,0.000,2.024,9.010,0.296395,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2067,jung,reform_mit_erwerbstaetigenbasis,1296.228,4749.654,413.569,2.024,9.010,0.270587,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2068,jung,status_quo_bund_anteilig,1325.218,4437.242,0.000,304.049,9.236,0.228055,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2068,jung,reform_ohne_erweiterte_basis,1325.218,4437.242,0.000,1.883,9.236,0.296152,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2068,jung,reform_mit_erwerbstaetigenbasis,1325.218,4864.838,427.596,1.883,9.236,0.270122,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2069,jung,status_quo_bund_anteilig,1354.856,4540.748,0.000,310.849,9.466,0.227835,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2069,jung,reform_ohne_erweiterte_basis,1354.856,4540.748,0.000,1.759,9.466,0.295905,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2069,jung,reform_mit_erwerbstaetigenbasis,1354.856,4982.798,442.050,1.759,9.466,0.269654,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2070,jung,status_quo_bund_anteilig,1385.156,4646.655,0.000,317.801,9.703,0.227616,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2070,jung,reform_ohne_erweiterte_basis,1385.156,4646.655,0.000,1.648,9.703,0.295655,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2070,jung,reform_mit_erwerbstaetigenbasis,1385.156,5103.600,456.945,1.648,9.703,0.269183,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2027,moderat,status_quo_bund_anteilig,434.047,1780.143,0.000,99.585,3.356,0.186000,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2027,moderat,reform_ohne_erweiterte_basis,434.047,1780.143,0.000,97.858,3.356,0.186970,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2027,moderat,reform_mit_erwerbstaetigenbasis,434.047,1780.143,0.000,97.858,3.356,0.186970,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2028,moderat,status_quo_bund_anteilig,453.388,1812.295,0.000,104.022,3.440,0.190877,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2028,moderat,reform_ohne_erweiterte_basis,453.388,1812.295,0.000,93.199,3.440,0.196849,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2028,moderat,reform_mit_erwerbstaetigenbasis,453.388,1826.656,14.361,93.199,3.440,0.195302,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2029,moderat,status_quo_bund_anteilig,473.472,1844.943,0.000,108.630,3.526,0.195842,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2029,moderat,reform_ohne_erweiterte_basis,473.472,1844.943,0.000,88.574,3.526,0.206712,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2029,moderat,reform_mit_erwerbstaetigenbasis,473.472,1874.182,29.239,88.574,3.526,0.203487,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2030,moderat,status_quo_bund_anteilig,494.325,1878.090,0.000,113.415,3.614,0.200894,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2030,moderat,reform_ohne_erweiterte_basis,494.325,1878.090,0.000,83.992,3.614,0.216560,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2030,moderat,reform_mit_erwerbstaetigenbasis,494.325,1922.737,44.647,83.992,3.614,0.211532,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2031,moderat,status_quo_bund_anteilig,515.975,1911.741,0.000,118.382,3.704,0.206037,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2031,moderat,reform_ohne_erweiterte_basis,515.975,1911.741,0.000,79.464,3.704,0.226394,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2031,moderat,reform_mit_erwerbstaetigenbasis,515.975,1972.337,60.596,79.464,3.704,0.219439,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2032,moderat,status_quo_bund_anteilig,538.450,1945.901,0.000,123.538,3.797,0.211272,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2032,moderat,reform_ohne_erweiterte_basis,538.450,1945.901,0.000,75.003,3.797,0.236214,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2032,moderat,reform_mit_erwerbstaetigenbasis,538.450,2022.999,77.099,75.003,3.797,0.227212,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2033,moderat,status_quo_bund_anteilig,561.779,1980.574,0.000,128.891,3.892,0.216602,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2033,moderat,reform_ohne_erweiterte_basis,561.779,1980.574,0.000,70.625,3.892,0.246021,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2033,moderat,reform_mit_erwerbstaetigenbasis,561.779,2074.741,94.167,70.625,3.892,0.234855,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2034,moderat,status_quo_bund_anteilig,585.992,2015.765,0.000,134.446,3.989,0.222028,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2034,moderat,reform_ohne_erweiterte_basis,585.992,2015.765,0.000,66.341,3.989,0.255814,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2034,moderat,reform_mit_erwerbstaetigenbasis,585.992,2127.578,111.813,66.341,3.989,0.242370,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2035,moderat,status_quo_bund_anteilig,611.120,2051.477,0.000,140.211,4.089,0.227553,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
